title,release_date,pages,publisher,description,barcode,isbn,edition,category,rating,book_id,image_fpath,summary,price
The strange case of Dr. Jekyll and Mr. Hyde,01/01/2009,,Raintree,,14915775,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89390,,,
The war of the worlds,01/01/2009,,Raintree,,14915776,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89391,,,
Who do you think you are?,01/01/2009,,Cinebook,,14916429,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89392,,,
Orbital.,01/01/2009,,Cinebook,,14916430,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89393,,,
Jane Eyre,01/01/2009,,Book House,,14916460,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89394,,,
Clifton.,01/01/2009,,Cinebook,,14927285,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89396,,,
How Obelix fell into the magic potion,01/01/2009,,Orion Children's,,15103770,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89397,,,
Apache canyon,01/01/2009,,Cinebook,,15104171,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89398,,,
Alien incident on Planet J,01/01/2009,,Lerner,,15116960,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89400,,,
Nightmare on Zombie Island,01/01/2009,,Lerner,,15116961,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89401,,,
The goblin king,01/01/2009,,Lerner,,15116963,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89403,,,
The time travel trap,01/01/2009,,Lerner,,15116964,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89404,,,
Vampire hunt,01/01/2009,,Lerner,,15116965,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89405,,,
My pet sea monster,01/01/2009,,Titan,,15170875,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89406,,,
Daughter of the wind,01/01/2009,,Cinebook,,15171062,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89407,,,
The haunted teapot,01/01/2009,,Walker,,15261524,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89409,,,
The house hunt,01/01/2009,,Walker,,15261525,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89410,,,
The Master of Shadows,01/01/2009,,Graphic Universe,,15265934,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89411,,,
Iznogoud and the magic computer,01/01/2009,,Cinebook,,15266598,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89412,,,
The escort,01/01/2009,,Cinebook,,15266633,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89413,,,
The saga of Darren Shan,01/01/2009,,HarperCollins Children's,,15266691,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89414,,,
Wallace & Gromit in a grand day out,01/01/2009,,Egmont,,15286552,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89415,,,
The amazing Spider-Man.,01/01/2009,,Panini,,15292356,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89416,,,
The Odyssey,01/01/2009,,Book House,,15292513,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89417,,,
Gulliver's travels,01/01/2009,,Book House,,15292514,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89418,,,
The merchant of Venice,01/01/2009,,Self Made Hero,,15296973,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89419,,,
Twelfth night,01/01/2009,,Self Made Hero,,15296974,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89420,,,
S.O.S. meteors :Mortimer in Paris,01/01/2009,,Cinebook,,15297648,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89422,,,
Love potions,01/01/2009,,Cinebook,,15308248,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89423,,,
On the Dalton's trail,01/01/2009,,Cinebook,,15308249,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89424,,,
Adventure down under,01/01/2009,,Cinebook,,15308250,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89425,,,
City in peril!,01/01/2009,,Templar,,15327594,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89426,,,
Rust attack!,01/01/2009,,Templar,,15327596,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89427,,,
The island prisoners,01/01/2009,,Cinebook,,15342463,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89428,,,
Twenty thousand leagues under the sea,01/01/2009,,Book House,,15352733,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89429,,,
Graphic dinosaurs presents ankylosaurus :the armoured dinosaur!,01/01/2010,,Book House,,15357885,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89431,,,
The Oklahoma land rush,01/01/2009,,Cinebook,,15362265,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89433,,,
What's up with Paulina? :Medikidz explain food allergy,01/01/2009,,MediKidz,,15362676,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89434,,,
What's up with Ella? :MediKidz explain type 1 diabetes,01/01/2009,,MediKidz,,15362677,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89435,,,
Scary summer,01/01/2010,,Scholastic,,15375952,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89436,,,
The faerie host,01/01/2010,,Walker Books,,15376234,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89438,,,
The skyriders,01/01/2010,,Cinebook,,15381426,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89439,,,
The affair of the necklace,01/01/2010,,Cinebook,,15381427,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89440,,,
The adventures of Hercules,01/01/2010,,Raintree,,15385583,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89441,,,
Jason and the Golden Fleece,01/01/2010,,Raintree,,15385584,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89442,,,
Perseus and Medusa,01/01/2010,,Raintree,,15385585,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89443,,,
Theseus and the Minotaur,01/01/2010,,Raintree,,15385586,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89444,,,
London deep,01/01/2010,,Mogzilla,,15398105,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89445,,,
The 20th Cavalry,01/01/2010,,Cinebook,,15409323,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89447,,,
Cars.,01/01/2010,,Panini,,15578666,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89557,,,
A carrot for Iznogoud,01/01/2010,,Cinebook,,15422266,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89457,,,
The world of Trog,01/01/1977,,Robson,,10108546,860510204,1,Collections,,90762,,,
Exploring Titanic :an Isabel Soto history adventure,01/01/2010,,Raintree,,15433361,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89460,,,
Uncovering mummies :an Isabel Soto history adventure,01/01/2010,,Raintree,,15433363,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89462,,,
Rupert on Coon Island,01/01/2000,,Followers of Rupert,,15438395,,1,"Children's stories / Comic books, strips, etc.",,89465,,,
Lilo & Stitch comic adventure.,01/01/2002,,Ubi Soft Entertainment,,15439596,,1,"Children's stories / Comic books, strips, etc.",,89466,,,
David Copperfield,01/01/2011,,Evans,,15447906,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89468,,,
MeZolith,01/01/2010,,David Fickling,,15448015,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89469,,,
The hound of the Baskervilles :a Sherlock Holmes mystery,01/01/2010,,Raintree,,15448484,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89479,,,
Rudyard Kipling's The jungle book,01/01/2010,,Raintree,,15448488,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89483,,,
L. Frank Baum's The Wizard of Oz,01/01/2010,,Raintree,,15448489,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89484,,,
Emperor Smith,01/01/2010,,Cinebook,,15449043,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89485,,,
The evil mummies,01/01/2010,,Cinebook,,15449044,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89486,,,
The spider moon,01/01/2010,,David Fickling,,15461931,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89488,,,
The stonekeeper's curse,01/01/2009,,Graphix,,15463208,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89489,,,
Psyche & Eros :the lady and the monster : a Greek myth,01/01/2010,,Lerner,,15468511,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89491,,,
Tristan & Isolde :the warrior and the princess : a British legend,01/01/2010,,Graphic Universe,,15468513,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89492,,,
William Tell :one against an empire,01/01/2010,,Lerner,,15468515,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89493,,,
The class struggle,01/01/2010,,Cinebook,,15474301,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89494,,,
The invisible man,01/01/2010,,Franklin Watts,,15478907,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89498,,,
The phantom of the opera,01/01/2010,,Franklin Watts,,15478908,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89499,,,
Mummy,01/01/2010,,Franklin Watts,,15478910,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89501,,,
Werewolf,01/01/2010,,Franklin Watts,,15478911,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89502,,,
Dr. Jekyll & Mr. Hyde,01/01/2010,,Franklin Watts,,15478912,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89503,,,
Jedi Academy,01/01/2014,,,,16443930,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89824,,,
The legend of Sleepy Hollow,01/01/2010,,Franklin Watts,,15478913,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89504,,,
The dung beetle bandits,01/01/2010,,Raintree,,15479060,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89505,,,
The fortune cookies of Weevil.,01/01/2010,,Raintree,,15479061,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89506,,,
Kung pow chicken,01/01/2010,,Raintree,,15479062,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89507,,,
The pest show on Earth,01/01/2010,,Raintree,,15479063,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89508,,,
Tiger Moth and the dragon kite contest,01/01/2010,,Raintree,,15479064,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89509,,,
Insect ninja,01/01/2010,,Raintree,,15479065,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89510,,,
How Obelix fell into the magic potion when he was a little boy,01/01/2010,,Orion Children's,,15489912,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89511,,,
In the shadow of the beast,01/01/2010,,Cinebook,,15490250,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89512,,,
A cure for the Daltons,01/01/2010,,Cinebook,,15490251,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89513,,,
Zinc alloy vs Frankenstein.,01/01/2010,,Raintree,,15494603,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89514,,,
Revealed!,01/01/2010,,Raintree,,15494604,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89515,,,
Super zero,01/01/2010,,Raintree,,15494605,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89516,,,
Cold finger.,01/01/2010,,Raintree,,15494606,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89517,,,
The battle for Ryloth,01/01/2010,,Puffin,,15510568,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89518,,,
Kung fu masters,01/01/2010,,Lerner,,15515836,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89519,,,
The dragon of Hong Kong,01/01/2010,,Cinebook,,15516540,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89520,,,
The lost key :a mystery with whole numbers,01/01/2010,,Lerner,,15535357,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89532,,,
The secret ghost :a mystery with distance and measurement,01/01/2010,,Lerner,,15535358,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89533,,,
The kung fu puzzle :a mystery with time and temperature,01/01/2010,,Lerner,,15535359,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89534,,,
Matthew's goals,01/01/1997,,A. & C. Black,,15541370,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89535,,,
Iznogoud and the magic carpet,01/01/2010,,Cinebook,,15541808,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89539,,,
The judge,01/01/2010,,Cinebook,,15541809,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89540,,,
Searching for UFOs :an Isabel Soto investigation,01/01/2010,,Raintree,,15551157,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89542,,,
The secrets of martial arts :an Isabel Soto history adventure,01/01/2010,,Raintree,,15551158,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89543,,,
The will of Darth Vader,01/01/2010,,Titan,,15551546,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89544,,,
The phone goes dead,01/01/2010,,Franklin Watts,,15556668,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89545,,,
Blast to the past,01/01/2010,,Raintree,,15556871,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89546,,,
Back to the ice age,01/01/2010,,Raintree,,15556872,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89547,,,
T. rex vs Robo-Dog 3000,01/01/2010,,Raintree,,15556873,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89548,,,
The Voronov plot,01/01/2010,,Cinebook,,15557448,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89550,,,
A midsummer night's dream,01/01/2010,,Book House,,15557576,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89551,,,
The little prince,01/01/2010,,Walker,,15572447,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89553,,,
The stagecoach,01/01/2010,,Cinebook,,15573102,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89554,,,
Spirou in New York,01/01/2010,,Cinebook,,15573104,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89555,,,
Toy story.,01/01/2010,,Panini,,15578664,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89556,,,
Killer camera,01/01/2010,,Franklin Watts,,15583716,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89560,,,
The hitchhiker,01/01/2010,,Franklin Watts,,15583717,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89561,,,
"The adventures of Ook and Gluk, kung-fu cavemen from the future",01/01/2010,,Scholastic,,15584031,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89562,,,
Shrek forever after :the movie graphic novel,01/01/2010,,Titan,,15584946,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89563,,,
Percy Jackson and the lightning thief :the graphic novel,01/01/2010,,Puffin,,15588680,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89564,,,
Yakari,01/01/1978,,Longman,,10699398,582390087,1,Collections,,90944,,,
Excalibur :the legend of King Arthur : a graphic novel,01/01/2011,,Walker,,15589449,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89566,,,
The runaway puppy :a mystery with probability,01/01/2010,,Lerner,,15594820,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89567,,,
Yakari and the white fleece,01/01/2010,,Cinebook,,15595504,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89568,,,
Daniel X,01/01/2010,,Atom,,15595584,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89569,,,
Hamster and cheese,01/01/2014,,,,15600515,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89570,,,
The meeting,01/01/2010,,Graphic Universe,,15600516,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89571,,,
Wallace & Gromit in the wrong trousers :a graphic novel,01/01/2010,,Egmont,,15600716,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89572,,,
The indestructible metal men,01/01/2010,,Templar,,15601173,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89573,,,
Murder on the Robot City Express,01/01/2010,,Templar,,15601174,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89574,,,
Vern and Lettuce,01/01/2010,,David Fickling,,15605548,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89575,,,
Megamind :the movie graphic novel.,01/01/2010,,Titan,,15606835,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89576,,,
Hildafolk,01/01/2010,,Nobrow,,15607013,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89577,,,
The bounty hunter,01/01/2010,,Cinebook,,15619525,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89578,,,
Sunjata :warrior king of Mali,01/01/2011,,Lerner,,15630111,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89580,,,
Thor & Loki in the land of giants :a Norse myth,01/01/2011,,Lerner,,15630112,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89581,,,
Yu the Great :conquering the flood : a Chinese legend,01/01/2011,,Lerner,,15630113,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89582,,,
The greenhorn,01/01/2011,,Cinebook,,15630588,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89583,,,
The sarcophagi of the sixth continent.,01/01/2010,,Cinebook,,15630589,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89584,,,
The search :a graphic novel of courage and resistance brought to you by the Anne Frank House,01/01/2011,,Macmillan Children's,,15638677,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89585,,,
A family secret :a graphic novel of courage and resistance brought to you by the Anne Frank House,01/01/2011,,Macmillan Children's,,15638678,9.78E+12,1,"Children's stories / Comic books, strips, etc.",,89586,,,
